Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
NodeSupport,InstantaneousLicensing,AsyncActionProgress,actionName,1,Name of the invoked asynchronous action.,string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,additionalInfo,0..,Used for logging significant messages during execution of an action.,string,,,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,progressInfo,1,Textual information that describes the actual state of the action execution.,string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,progressPercentage,1,"Progress of the action.
The range is between 0 and 100.",uint8,,,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,result,1,"Result state of a completed action.
This field has value NOT_AVAILABLE if the action is not finished.",enum ActionResultType,"SUCCESS
FAILURE
NOT_AVAILABLE",,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,resultInfo,1,"Textual description of the outcome/result of the action containing useful information for the NMS.
If the action failed, it can contain an error message.",string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,state,1,Current state of the action.,enum ActionStateType,"CANCELLING
RUNNING
FINISHED
CANCELLED",,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,actionId,1,"Uniquely identifies the invocation of an action.
Identifies the invocation of an action when the managed object allows invocation of more than one action at a time.",uint16,,,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,timeActionStarted,1,Date and time when the current action was started.,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,timeActionCompleted,1,Date and time when the action was completed (successfully or unsuccessfully).,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,AsyncActionProgress,timeOfLastStatusUpdate,1,Date and time when the struct member state was last updated.,string,Length: 19..31,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,actionName,1,Name of the invoked asynchronous action.,string,,"""None""",,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,additionalInfo,0..,Used for logging significant messages during execution of an action.,string,,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,progressInfo,1,Textual information that describes the actual state of the action execution.,string,,"""None""",,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,progressPercentage,1,"Progress of the action.
The range is between 0 and 100.",uint8,,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,result,1,"Result state of a completed action.
This field has value NOT_AVAILABLE if the action is not finished.",enum ActionResultType,"SUCCESS
FAILURE
NOT_AVAILABLE",,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,resultInfo,1,"Textual description of the outcome/result of the action containing useful information for the NMS.
If the action failed, it can contain an error message.",string,,"""None""",,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,state,1,Current state of the action.,enum ActionStateType,"CANCELLING
RUNNING
FINISHED
CANCELLED",,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,actionId,1,"Uniquely identifies the invocation of an action.
Identifies the invocation of an action when the managed object allows invocation of more than one action at a time.",uint16,,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,timeActionStarted,1,Date and time when the current action was started.,string,Length: 19..31,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,timeActionCompleted,1,Date and time when the action was completed (successfully or unsuccessfully).,string,Length: 19..31,,,,,,,,
NodeSupport,LicenseSupport,AsyncActionProgress,timeOfLastStatusUpdate,1,Date and time when the struct member state was last updated.,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,LicenseCalculationResult,nodeLicenseDemand,1,"Calculated license need.
Presented as JSON string according to ELIS TH API. In case status indicates error, string is empty.
",string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,LicenseCalculationResult,status,1,Outcome of MO action.,enum LicenseCalculationStatus,"SUCCESS
MISSING_FP
MISSING_BB_HWAC
OTHER_ERROR
MISSING_EUFT
MISSING_SWLTID
MISSING_MANDATORY_ATTRIBUTES
MISSING_LICENSE_DEMAND",,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,activityID,1,ID of expansion LKF request activity.,uint16,,,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,expansionStatus,1,Expansion LKF request status.,enum KeyFileRequestStatus,"NOT_STARTED
KEY_FILE_REQUESTED
KEY_FILE_REQUEST_SENT
KEY_FILE_SUCCESSFUL
KEY_FILE_FAILED
CONNECTION_ERROR
REQUIRED_CAPACITY_NOT_GRANTED
TIMEOUT
KEY_FILE_INSTALLATION_FAILURE
REQUIRED_LICENSE_NOT_GRANTED
REQUIRED_FEATURE_KEY_NOT_GRANTED
REQUESTED_FEATURE_KEY_OMITTED",,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,timeActivityStarted,1,Date and time when the current activity started.,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,timeOfLastStatusUpdate,1,Date and time when the struct member state was last updated. ,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,timeActivityCompleted,1,Date and time when the activity was completed (successfully or unsuccessfully). ,string,Length: 19..31,,,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,expansionResultInfo,1,"Result of expansion LKF request. Contains useful information for NMS.
Can contain error message if activity fails.",string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,activityName,1,Name of expansion LKF request activity.,string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,expansionProgressInfo,1,Detailed current status of the activity.,string,,"""None""",,,,,,,
NodeSupport,InstantaneousLicensing,ExpansionStatus,additionalInfo,0..,Used for logging significant messages during execution of LKF request.,string,,,,,,,,,
NodeSupport,VesClient,EcimPassword,cleartext,1,Indicates whether or not the password is entered in cleartext.,boolean,,,,,,,,,
NodeSupport,VesClient,EcimPassword,password,1,Holds the password or passphrase text.,string,,"""None""",,,,,,,
NodeSupport,RuFlexibleBw,FlexBwLimit,ulLowerEdgeFrequency,1,Uplink frequency from which IBW is requested.,int32,,0,,kHz,,,,,
NodeSupport,RuFlexibleBw,FlexBwLimit,ulInstantaneousBandwidth,1,Requested uplink IBW.,int32,"0, 5..200",0,,MHz,,,,,
NodeSupport,RuFlexibleBw,FlexBwLimit,dlLowerEdgeFrequency,1,Downlink frequency from which IBW is requested.,int32,,0,,kHz,,,,,
NodeSupport,RuFlexibleBw,FlexBwLimit,dlInstantaneousBandwidth,1,Requested downlink IBW.,int32,"0, 5..200",0,,MHz,,,,,
NodeSupport,ServiceDiscovery,SdCluster,host,1,Hostname to be used for the GSDS cluster.,string,Length: 1..253,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscovery,SdCluster,port,1,Port to be used for the GSDS cluster.,uint32,,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscovery,SdCluster,serviceArea,1,The name of the service area that this GSDS cluster represents.,string,Length: 1..128,"""vrcs""",,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscovery,SdCluster,hostIPs,0..5,"Ip Addresses of the GSDS cluster. If set, host attribute will be ignored. The value of hostIPs must be 5 IP addresses.",string,Length: 1..253,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,SdCluster,host,1,Hostname to be used for the GSDS cluster.,string,Length: 1..253,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,SdCluster,port,1,Port to be used for the GSDS cluster.,uint32,,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,SdCluster,serviceArea,1,The name of the service area that this GSDS cluster represents.,string,Length: 1..128,"""vrcs""",,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,SdCluster,hostIPs,0..5,"Ip Addresses to be used for the GSDS cluster. If set, host attribute will be ignored. The value of hostIPs must be 5 IP addresses.
",string,Length: 1..253,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,MemberStatus,address,1,Address of the vSD.,string,Length: 1..253,,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,ServiceDiscoveryServer,MemberStatus,status,1,Status of the vSD.,enum OperState,"DISABLED
ENABLED",,,,,,Since 22.Q3. Planned to be removed.,,
NodeSupport,TimeSettings,DstRule,month,1,The month in which this dst rule is applied,enum DstMonth,"JANUARY
FEBRUARY
MARCH
APRIL
MAY
JUNE
JULY
AUGUST
SEPTEMBER
OCTOBER
NOVEMBER
DECEMBER",,,,,,,,
NodeSupport,TimeSettings,DstRule,dayRule,1,"The rule for the day of the month for which this rule applies. The rule can be formatted in any of three ways:
- 1..31 (the change will be applied on the given day)
- lastDDD, where DDD = Mon, Tue, Wed, Thu, Fri, Sat, Sun (the change will be applied on the last given weekday of the month)
- DDD >= N where DDD= Mon, Tue, Wed, Thu, Fri, Sat, Sun and N = 1..31 (the change will be applied on the weekday with the given date or the given weekday following the given date)",string,,"""None""",,,,,,,
NodeSupport,TimeSettings,DstRule,time,1,The time of day when this rule should be applied ranging from 00:00-24:00 expressed in the local time zone.,string,Length: 5,"""None""",,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,carrierRfPort,1,"RfPort for RF branch. Port A equals 1, port B equals 2, and so on.",uint32,1..8,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,numSpectrumTypes,1,Number of spectrum types for RF branch.,uint32,0..64,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,numTriggerTypes,1,Number of trigger types for RF branch.,uint32,0..4,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,minFrequency,0..64,Lower RF range for RF branch. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,maxFrequency,0..64,Upper RF range for RF branch. Spectrum information parameter.,int32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,flatGainBW,0..64,Flat gain portion of bandwidth that can be configured for associated carrier. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,samplingRate,0..64,Different sampling rate values for ADC and filter branch. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,maxNumSamplings,0..64,Number of sampling values in sample file. LTE 64K and WCDMA 40K spectrum information parameters.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,trigger1DataDefined,1,Indicates if valid trigger1 data is included for carrierRfPort.,boolean,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,minPower,1,Lower level of UL power range. Trigger information parameter.,int32,,,0.1,dBm,,,,,
NodeSupport,UlSpectrumAnalyzer,UlsaCapabilityConfig,maxPower,1,Upper level of UL power range. Trigger information parameter.,int32,,,0.1,dBm,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,measurementPort,1,"LDN of RfPort for CPRI radio or LDN of Transceiver for eCPRI radio.
For ManagedElement MO, RDN is always stated as ManagedElement=1.",string,Length: 0..128,"""None""",,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,numSpectrumTypes,1,Number of spectrum types for RF branch.,uint32,0..64,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,flatGainBW,0..64,Flat gain portion of bandwidth that can be configured for associated carrier. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,minFrequency,0..64,Lower RF range for RF branch. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,maxFrequency,0..64,Upper RF range for RF branch. Spectrum information parameter.,int32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,samplingRate,0..64,Different sampling rate values for ADC and filter branch. Spectrum information parameter.,uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,maxNumSamplings,0..64,"Number of sampling values in sample file. NR 40K, LTE 40K, LTE 64K and WCDMA 40K spectrum information parameters.",uint32,,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,minPower,1,Lower level of UL power range. Trigger information parameter.,int32,,,0.1,dBm,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,maxPower,1,Upper level of UL power range. Trigger information parameter.,int32,,,0.1,dBm,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,numTriggerTypes,1,Number of trigger types for RF branch.,uint32,0..4,,,,,,,,
NodeSupport,UlSpectrumAnalyzer,CapabilityConfigData,trigger1DataDefined,1,Indicates if valid trigger1 data is included for measurementPort.,boolean,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,announceInterval,1,Announce message interval in logarithm(base2).,int8,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,announceReceiptTimeout,1,Number of announce message intervals for which announce messages must be missing to change state in clock.,uint8,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,delayMechanism,1,"Delay mechanism used by port.

Presently only mechanism supported is E2E.",enum DelayMechanism,E2E,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,minDelayReqInterval,1,Minimum delay request interval expressed as logarithm(base2).,int8,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,minPdelayReqInterval,1,Minimum peer delay request interval expressed as logarithm(base2).,int8,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,peerMeanPathDelay,1,"Peer mean path delay.

If delay mechanism is end to end, value is zero.",uint16,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,portClockIdentity,1,Identity of local port.,string,,"""None""",,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,portNumber,1,"Value of port number on PTP node with single PTP port shall be 1.

Values of port numbers for N ports on PTP node supporting N PTP ports shall be 1, 2, …N.
All zeros and ones values for port number are reserved.",uint16,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,portState,1,State of local port.,enum PortState,"INITIALIZING
FAULTY
DISABLED
LISTENING
PRE_MASTER
MASTER
PASSIVE
UNCALIBRATED
SLAVE",,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,syncInterval,1,Synchronization message interval expressed in logarithm(base2).,int8,,,,,,,,,
Transport,FronthaulPtpBcOcPort,PortDS,versionNumber,1,1588 specification version number.,uint8,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,CurrentDS,meanPathDelay,1,Current value of mean propagation time between master and slave clock as computed by slave.,int64,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,CurrentDS,offsetFromMaster,1,Current value of time difference between master and slave as computed by slave.,int64,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,CurrentDS,stepsRemoved,1,Number of communication paths traversed between local clock and grandmaster clock.,uint16,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,clockAccuracy,1,Accuracy of clock.,enum ClockAccuracy,"CLOCK_ACCURACY_25NS
CLOCK_ACCURACY_100NS
CLOCK_ACCURACY_250NS
CLOCK_ACCURACY_1US
CLOCK_ACCURACY_2500NS
CLOCK_ACCURACY_10US
CLOCK_ACCURACY_25US
CLOCK_ACCURACY_100US
CLOCK_ACCURACY_250US
CLOCK_ACCURACY_1MS
CLOCK_ACCURACY_2500US
CLOCK_ACCURACY_10MS
CLOCK_ACCURACY_25MS
CLOCK_ACCURACY_100MS
CLOCK_ACCURACY_250MS
CLOCK_ACCURACY_1S
CLOCK_ACCURACY_10S
CLOCK_ACCURACY_MORETHAN_10S
CLOCK_ACCURACY_UNKNOWN
CLOCK_ACCURACY_RESERVED",,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,clockClass,1,Clock class.,uint8,0..255,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,clockIdentity,1,String with hexadecimal words representing identity of PTP device.,string,,"""None""",,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,domainNumber,1,Domain number of clock.,uint8,0..255,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,numberPorts,1,"Number of PTP ports on clock. For ordinary clock, value is 1.",uint16,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,offsetScaledLogVariance,1,Stability of clock.,uint16,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,priority1,1,priority1 attribte value used in execution of BMC algorithm.,uint8,0..255,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,priority2,1,priority2 attribute value used in execution of BMC algorithm.,uint8,0..255,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,slaveOnly,1,Whether clock is slave-only.,boolean,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,DefaultDS,twoStepFlag,1,Whether clock is one-step clock or two-step clock.,boolean,,,,,,,,,
Transport,FronthaulBoundaryOrdinaryClock,ParentDS,grandmasterClockAccuracy,1,Accuracy of grandmaster clock.,enum ClockAccuracy,"CLOCK_ACCURACY_25NS
CLOCK_ACCURACY_100NS
CLOCK_ACCURACY_250NS
CLOCK_ACCURACY_1US
CLOCK_ACCURACY_2500NS
CLOCK_ACCURACY_10US
CLOCK_ACCURACY_25US
CLOCK_ACCURACY_100US
CLOCK_ACCURACY_250US
CLOCK_ACCURACY_1MS
CLOCK_ACCURACY_2500US
CLOCK_ACCURACY_10MS
CLOCK_ACCURACY_25MS
CLOCK_ACCURACY_100MS
CLOCK_ACCURACY_250MS
CLOCK_ACCURACY_1S
CLOCK_ACCURACY_10S
CLOCK_ACCURACY_MORETHAN_10S
CLOCK_ACCURACY_UNKNOWN
CLOCK_ACCURACY_RESERVED",,,,,,,,
